Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789404769,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789404770,2,,Aggregated,0.000000,0.000000,38,38,38,38,38,38,38,38,38,38,38,2,0,35,36.3168534822762,34.985790960490704,37.6479160040617,28.0
1789404771,4,,Aggregated,0.000000,0.000000,38,38,980,980,1000,1000,1000,1000,1000,1000,1000,6,0,35,346.3435483475526,10.120957856997848,1006.4762500114739,33.0
1789404772,6,,Aggregated,0.000000,0.000000,93,980,1000,1100,1100,1100,1100,1100,1100,1100,1100,10,0,92,441.25993729103357,10.120957856997848,1077.033249894157,34.0
1789404773,8,,Aggregated,0.000000,0.000000,93,980,1000,1100,1100,1100,1100,1100,1100,1100,1100,10,0,92,441.25993729103357,10.120957856997848,1077.033249894157,34.0
1789404774,10,,Aggregated,3.000000,0.000000,93,1000,1100,1100,1100,3100,3100,3100,3100,3100,3100,11,0,93,684.1713028155606,10.120957856997848,3113.284958060831,34.81818181818182
1789404775,10,,Aggregated,2.500000,0.000000,1100,2000,3000,3100,3900,4000,4000,4000,4000,4000,4000,18,0,1100,1584.8949004559674,10.120957856997848,3990.395833970979,34.666666666666664
1789404776,10,,Aggregated,2.200000,0.000000,2000,3000,3100,3100,4000,4100,4100,4100,4100,4100,4100,20,0,1100,1766.2695749662817,10.120957856997848,4064.7767500486225,33.45
1789404777,10,,Aggregated,2.166667,0.000000,1900,3000,3100,3100,4000,4100,4900,4900,4900,4900,4900,23,0,1900,1914.3113170082318,10.120957856997848,4941.952167078853,39.26086956521739
1789404778,10,,Aggregated,2.714286,0.000000,2000,3000,3000,3100,4000,4100,4900,4900,4900,4900,4900,26,0,2000,1994.6509503508703,10.120957856997848,4941.952167078853,39.69230769230769
1789404779,10,,Aggregated,2.750000,0.000000,2000,3000,3100,3600,4000,4100,4900,4900,4900,4900,4900,28,0,2000,2116.9273571826384,10.120957856997848,4941.952167078853,38.464285714285715
1789404780,10,,Aggregated,2.750000,0.000000,2000,3000,3100,3600,4000,4100,4900,4900,4900,4900,4900,28,0,2000,2116.9273571826384,10.120957856997848,4941.952167078853,38.464285714285715
1789404781,10,,Aggregated,2.750000,0.000000,2000,3000,3100,3600,4000,4100,4900,4900,4900,4900,4900,28,0,2000,2116.9273571826384,10.120957856997848,4941.952167078853,38.464285714285715
1789404782,10,,Aggregated,2.600000,0.000000,2800,3100,3900,4000,4700,4900,6000,6000,6000,6000,6000,32,0,2700,2466.845272188948,10.120957856997848,5956.67350012809,37.75
1789404783,10,,Aggregated,2.200000,0.000000,2800,3100,3900,4100,4700,4900,6000,6000,6000,6000,6000,33,0,2800,2534.030135149475,10.120957856997848,5956.67350012809,41.09090909090909
1789404784,10,,Aggregated,1.900000,0.000000,3000,3600,4000,4400,4700,5100,6000,6000,6000,6000,6000,34,0,2800,2609.365240232471,10.120957856997848,5956.67350012809,44.294117647058826
1789404785,10,,Aggregated,2.200000,0.000000,3000,3900,4400,4700,5900,6600,6600,6600,6600,6600,6600,37,0,3000,2916.0200889990037,10.120957856997848,6647.638624999672,43.08108108108108
1789404786,10,,Aggregated,2.200000,0.000000,3000,3800,4400,4700,5900,6600,6600,6600,6600,6600,6600,40,0,3000,2902.2175552265253,10.120957856997848,6647.638624999672,47.3
1789404787,10,,Aggregated,2.100000,0.000000,2800,3600,4100,4700,5100,6000,6600,6600,6600,6600,6600,43,0,2800,2803.776148278916,10.120957856997848,6647.638624999672,47.53488372093023
1789404788,10,,Aggregated,2.100000,0.000000,2800,3600,4100,4700,5100,6000,6600,6600,6600,6600,6600,44,0,2700,2759.5238901822913,10.120957856997848,6647.638624999672,49.86363636363637
1789404789,10,,Aggregated,2.000000,0.000000,2600,3100,4000,4400,5100,6000,6600,6600,6600,6600,6600,48,0,2000,2620.539749147914,10.120957856997848,6647.638624999672,51.958333333333336
1789404790,10,,Aggregated,2.000000,0.000000,2000,3100,3900,4400,5100,6000,6600,6600,6600,6600,6600,50,0,2000,2563.0798608623445,10.120957856997848,6647.638624999672,55.88
1789404791,10,,Aggregated,2.000000,0.000000,2000,3000,3800,4100,4900,6000,6600,6600,6600,6600,6600,54,0,2000,2448.0790239456974,10.120957856997848,6647.638624999672,60.092592592592595
1789404792,10,,Aggregated,2.100000,0.000000,1900,3000,3600,4000,4900,6000,6600,6600,6600,6600,6600,57,0,1900,2365.979337733925,10.120957856997848,6647.638624999672,62.1578947368421
1789404793,10,,Aggregated,2.400000,0.000000,1900,3000,3600,4000,4900,6000,6600,6600,6600,6600,6600,60,0,1900,2297.828910429962,10.120957856997848,6647.638624999672,66.5
1789404794,10,,Aggregated,2.600000,0.000000,1900,2800,3600,3900,4700,5900,6600,6600,6600,6600,6600,62,0,1600,2252.4848797230893,10.120957856997848,6647.638624999672,66.7741935483871
1789404795,10,,Aggregated,2.600000,0.000000,1500,2700,3100,3900,4700,5900,6600,6600,6600,6600,6600,65,0,1500,2189.342600028389,10.120957856997848,6647.638624999672,70.52307692307693
1789404796,10,,Aggregated,2.700000,0.000000,1400,2700,3100,3800,4700,5900,6600,6600,6600,6600,6600,67,0,1400,2149.8162835947614,10.120957856997848,6647.638624999672,75.13432835820896
1789404797,10,,Aggregated,2.800000,0.000000,1400,2600,3100,3800,4700,5900,6600,6600,6600,6600,6600,69,0,1400,2124.1853085913413,10.120957856997848,6647.638624999672,75.17391304347827
1789404798,10,,Aggregated,2.700000,0.000000,1500,2000,3100,3600,4700,5900,6600,6600,6600,6600,6600,71,0,1500,2109.485552829861,10.120957856997848,6647.638624999672,77.26760563380282
