Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789405122,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789405123,10,,Aggregated,0.000000,0.000000,36,37,45,47,48,48,48,48,48,48,48,10,0,32,33.83284171577543,11.543292086571455,48.23454190045595,28.0
1789405124,20,,Aggregated,0.000000,0.000000,36,48,990,1000,1200,1200,1200,1200,1200,1200,1200,30,0,32,371.10119313777733,8.9117088355124,1201.2726250104606,33.0
1789405125,30,,Aggregated,10.000000,0.000000,40,990,1000,1200,1400,1500,1500,1500,1500,1500,1500,49,0,40,494.604433763164,8.9117088355124,1491.9103342108428,33.816326530612244
1789405126,40,,Aggregated,15.000000,0.000000,40,990,1000,1200,1400,1500,1500,1500,1500,1500,1500,69,0,40,516.7907609611048,8.9117088355124,1491.9103342108428,34.30434782608695
1789405127,50,,Aggregated,13.666667,0.000000,980,1200,1400,1500,3200,3400,3700,3700,3700,3700,3700,100,0,52,887.5083446735516,8.9117088355124,3698.986583156511,35.5
1789405128,60,,Aggregated,16.750000,0.000000,980,1200,1400,1500,3100,3400,3600,3700,3700,3700,3700,136,0,950,1005.9108303274329,8.9117088355124,3698.986583156511,36.88970588235294
1789405129,70,,Aggregated,16.600000,0.000000,990,1200,1400,1500,3200,3400,3900,3900,4000,4000,4000,146,0,980,1088.613363072174,8.9117088355124,3961.3003749400377,37.74657534246575
1789405130,80,,Aggregated,18.833333,0.000000,1000,1400,1700,1800,3200,3700,4000,4200,4700,4700,4700,171,0,1000,1204.1565324588303,6.680916994810104,4682.283375179395,37.111111111111114
1789405131,90,,Aggregated,20.285714,0.000000,1200,1500,1800,3000,3600,4000,4200,4400,5700,5700,5700,204,0,1200,1407.5294181569845,6.680916994810104,5704.3490840587765,39.80882352941177
1789405132,100,,Aggregated,19.250000,0.000000,1200,1500,2000,3000,3800,4200,4500,4700,6000,6000,6000,256,0,1200,1494.715176637328,6.680916994810104,5965.017791138962,41.88671875
1789405133,100,,Aggregated,19.777778,0.000000,1200,1600,2100,3100,3800,4200,4500,4700,6000,6000,6000,274,0,1200,1533.9056157590278,6.680916994810104,5965.017791138962,41.82116788321168
